node,time,x,y
0,587.898221250679,319.9478879328817,808.0880434876308
0,1166.3402625654862,455.56687732227147,727.3194354856387
0,1795.5704391195432,528.1046035215259,729.0352775258943
0,2394.737832120212,511.31733286753297,742.4127965504304
0,2997.302185257059,490.8222013115883,475.0022036875598
0,3501.431842796788,255.95869919098917,787.8431975096464
0,4156.831139313356,454.7020553033799,740.9835021547042
0,4769.571358599285,332.55339421518147,754.1480554868467
0,5261.291439460925,474.35871340706944,474.49566495558247
0,5535.47513878186,36.23088035359979,449.0996773582883
0,6546.075465023212,264.25226133316755,877.4297273741104
0,7164.656466898223,423.4546040762216,898.1293246531859
0,7779.809984697236,453.18696717359126,768.6328691742383
0,8153.724366695405,34.96605319716036,465.26284842332825
0,8983.53947530168,232.88040087930855,786.6649860204197
0,9339.801931505268,11.63932285271585,805.8678296646103
0,10095.300787503662,490.4489736258984,491.1423787744716
0,10659.185002502383,720.7719253320247,749.9632180943154
0,11388.927865934573,822.4972045067698,26.883433820214123
0,11829.89326571042,501.085962664336,311.9206603313796
0,12590.813994842025,454.7020553033799,740.9835021547042
0,13193.317420176732,212.4980222750455,468.9237400707789
0,13764.008724813832,197.4445056263357,640.3419849323109
0,14362.756727776165,34.91591892391443,465.9383871331811
0,14979.292622247887,137.36624804139137,825.4533010334708
0,15573.939365298906,40.62562126852572,824.6848258008249
0,16198.310070313884,234.5416360143572,710.4869800345041
0,16511.416106694756,15.288660222664475,747.844925633166
0,17389.437431149494,127.42284484766424,450.9646577266976
0,17905.13380547672,36.23088035359979,449.0996773582883
0,18562.648864836458,242.66726018674672,793.1810560454614
0,18878.410886396603,15.288660222664475,747.844925633166
0,19672.346330849,490.4489736258984,491.1423787744716
0,20355.677698654454,376.096157759428,739.2796592395753
0,20797.578487050683,264.25226133316755,877.4297273741104
0,21600.0,258.16350901793567,768.49600753578
1,582.7552445587971,704.2269647605717,814.641844636295
1,1184.4898457458776,697.7976878024638,749.0882711717859
1,1743.35358994505,800.8253354709595,724.9233523588628
1,2312.2817952322257,761.5159476678818,467.7725161844865
1,2998.458163180597,793.55132400617,26.054577586706728
1,3578.6805227705454,721.9003573656082,724.1081333942711
1,4181.194047792119,742.6324953529984,828.7651145360433
1,4798.27333244359,799.6888459473848,770.7317103710957
1,5391.437361902796,728.9621995426714,562.6797166396864
1,5959.222758093478,597.1091521997005,443.0442489115521
1,6596.841924755621,699.4676783718169,701.4831588733941
1,7195.5088192095245,517.5289113111794,814.9197733546607
1,7719.563687872333,577.5561684519053,557.4761521387845
1,8379.1594565956,457.1669707633555,702.2219837754965
1,8950.248174905984,260.063817307353,736.7699450342916
1,9548.62485553818,755.0051980428398,483.56731578847393
1,10174.068932707956,32.55965421907604,497.51598825259134
1,10748.482849477194,34.96605319716036,465.26284842332825
1,11396.62539909658,182.2170599214733,639.8649049582891
1,11988.697329344966,11.63932285271585,805.8678296646103
1,12598.860965167432,99.30878341570497,814.9250979381613
1,13138.395061584324,58.50013225711882,710.1762107918039
1,13783.857375360476,232.88040087930855,786.6649860204197
1,14215.942830814864,15.288660222664475,747.844925633166
1,14834.742994380744,490.4489736258984,491.1423787744716
1,15589.516892113465,298.4859154392034,724.8356119222008
1,16162.399180498796,260.063817307353,736.7699450342916
1,16787.08605672816,319.93973154202104,808.5929299066775
1,17324.635526289658,470.7715806514025,741.1907263076864
1,17879.9426460761,755.0051980428398,483.56731578847393
1,18484.388949372205,260.063817307353,736.7699450342916
1,19158.397995699277,454.7020553033799,740.9835021547042
1,19760.39372874284,449.1027123592794,824.1881836713292
1,20390.835858322043,474.8563503213227,458.33248372236267
1,20978.16467552502,490.8222013115883,475.0022036875598
1,21600.0,490.8609590802649,468.2357855455605
2,592.9391637341487,706.0916363690048,767.9917413019575
2,1172.463306720639,799.0667998045683,830.6197335589677
2,1795.7555410886143,712.4625720176846,784.0318575645797
2,2292.662876626505,721.9003573656082,724.1081333942711
2,2987.0256910320204,872.7170630805194,487.5735796159133
2,3576.433250423432,34.96605319716036,465.26284842332825
2,4127.788983791614,11.63932285271585,805.8678296646103
2,4794.397201591539,198.13906678929925,827.2881716964766
2,5346.951042315512,36.23088035359979,449.0996773582883
2,5903.912376299637,31.35160077176988,513.784806959331
2,6573.970176964509,113.074313826859,637.5790154738352
2,7077.095236441977,36.23088035359979,449.0996773582883
2,7782.417613043797,543.7269463278353,729.4953886088915
2,8327.016045373543,567.043588642031,730.1618005093187
2,8966.88596112483,755.0051980428398,483.56731578847393
2,9591.639907077244,368.7414358407259,722.5843784068711
2,10117.418882914402,260.063817307353,736.7699450342916
2,10797.735066380856,450.411652142182,806.3835514578968
2,11305.073590268616,752.5999529585242,561.9659532587975
2,11994.642773637908,319.3369823731482,845.9084799140692
2,12589.262028058029,755.0051980428398,483.56731578847393
2,13187.771860613497,260.063817307353,736.7699450342916
2,13794.005020977893,459.4503408577293,666.5441711666062
2,14313.1596834768,454.7020553033799,740.9835021547042
2,14897.11519514034,474.35871340706944,474.49566495558247
2,15535.256731019625,34.96605319716036,465.26284842332825
2,16199.547351845937,235.1967036612332,788.2240451248363
2,16791.307334670557,40.709612580016255,384.8616094021127
2,16914.922330464073,4.191763048991561,448.37801329791546
