source,target
0,6
0,10
0,14
0,23
0,26
0,27
0,33
0,43
0,44
0,45
0,55
0,60
0,62
0,67
0,78
0,79
0,93
0,97
0,107
0,130
0,139
0,151
0,165
0,172
0,177
0,181
0,183
0,190
0,191
1,2
1,6
1,13
1,16
1,18
1,27
1,37
1,46
1,52
1,61
1,63
1,68
1,70
1,87
1,93
1,95
1,119
1,121
1,146
1,148
1,158
1,171
1,184
1,188
1,194
1,198
2,6
2,21
2,27
2,54
2,69
2,80
2,84
2,86
2,87
2,88
2,93
2,94
2,98
2,99
2,107
2,109
2,111
2,114
2,119
2,120
2,121
2,125
2,128
2,132
2,152
2,161
2,174
2,181
2,196
3,8
3,15
3,29
3,38
3,49
3,53
3,54
3,58
3,62
3,85
3,118
3,130
3,135
3,143
3,145
3,150
3,151
3,155
3,162
3,163
3,175
3,191
4,7
4,40
4,42
4,50
4,54
4,68
4,69
4,77
4,111
4,119
4,120
4,125
4,135
4,138
4,143
4,171
4,182
5,19
5,20
5,25
5,37
5,39
5,50
5,52
5,53
5,64
5,66
5,71
5,72
5,73
5,88
5,90
5,94
5,97
5,98
5,105
5,106
5,111
5,113
5,114
5,123
5,124
5,125
5,126
5,127
5,133
5,142
5,152
5,161
5,166
5,178
5,189
5,193
5,196
6,11
6,13
6,16
6,17
6,23
6,27
6,34
6,42
6,43
6,45
6,54
6,55
6,56
6,59
6,61
6,70
6,75
6,76
6,78
6,80
6,84
6,87
6,88
6,93
6,94
6,98
6,99
6,103
6,107
6,109
6,114
6,117
6,121
6,123
6,124
6,125
6,127
6,141
6,151
6,153
6,158
6,178
6,181
6,183
6,184
6,189
6,190
6,193
6,196
7,10
7,12
7,26
7,33
7,35
7,40
7,55
7,60
7,62
7,79
7,80
7,81
7,91
7,92
7,95
7,96
7,97
7,102
7,106
7,137
7,144
7,163
7,174
8,10
8,12
8,15
8,20
8,24
8,26
8,29
8,33
8,38
8,40
8,49
8,53
8,55
8,63
8,65
8,66
8,76
8,78
8,81
8,83
8,91
8,92
8,96
8,102
8,105
8,118
8,122
8,145
8,146
8,149
8,151
8,160
8,162
8,163
8,174
8,175
8,182
8,185
8,186
8,191
8,192
8,196
8,197
9,35
9,36
9,47
9,59
9,60
9,66
9,68
9,76
9,83
9,94
9,106
9,134
9,144
9,152
9,156
9,175
9,186
9,187
9,189
10,12
10,15
10,16
10,18
10,19
10,20
10,29
10,33
10,36
10,40
10,41
10,48
10,49
10,52
10,53
10,55
10,61
10,62
10,63
10,74
10,79
10,80
10,81
10,82
10,83
10,86
10,91
10,92
10,96
10,99
10,100
10,116
10,118
10,130
10,131
10,139
10,143
10,145
10,146
10,151
10,153
10,159
10,160
10,162
10,163
10,165
10,172
10,175
10,179
10,182
10,185
10,186
10,191
10,192
10,197
11,42
11,57
11,63
11,71
11,76
11,78
11,92
11,97
11,102
11,111
11,116
11,120
11,162
11,169
11,183
11,195
12,15
12,18
12,20
12,24
12,33
12,37
12,38
12,44
12,52
12,62
12,66
12,69
12,74
12,80
12,85
12,90
12,92
12,97
12,110
12,115
12,122
12,130
12,135
12,138
12,139
12,144
12,145
12,153
12,156
12,157
12,159
12,160
12,161
12,163
12,166
12,168
12,172
12,175
12,176
12,179
12,185
12,186
13,18
13,22
13,30
13,31
13,44
13,45
13,52
13,71
13,86
13,88
13,90
13,95
13,98
13,112
13,116
13,119
13,126
13,129
13,132
13,136
13,139
13,142
13,155
13,159
13,163
13,171
13,172
13,180
13,187
13,188
13,197
14,23
14,77
14,86
14,92
14,96
14,108
14,114
14,128
14,135
14,144
14,149
14,151
14,155
14,165
14,196
15,18
15,20
15,29
15,31
15,32
15,38
15,40
15,49
15,53
15,54
15,62
15,66
15,69
15,70
15,82
15,85
15,90
15,91
15,104
15,115
15,118
15,130
15,136
15,139
15,141
15,143
15,145
15,153
15,158
15,159
15,160
15,161
15,162
15,166
15,172
15,177
15,180
15,185
15,197
15,199
16,21
16,22
16,34
16,41
16,43
16,45
16,46
16,59
16,63
16,76
16,81
16,86
16,93
16,99
16,106
16,109
16,113
16,116
16,124
16,133
16,143
16,153
16,154
16,165
16,171
16,172
16,179
16,190
16,194
17,25
17,68
17,75
17,76
17,78
17,82
17,108
17,117
17,132
17,133
17,134
17,168
17,179
17,181
17,183
17,191
17,199
18,24
18,29
18,30
18,31
18,37
18,66
18,67
18,70
18,72
18,86
18,90
18,91
18,98
18,103
18,126
18,136
18,139
18,141
18,145
18,146
18,153
18,157
18,158
18,159
18,160
18,163
18,170
18,172
18,180
18,185
18,188
18,199
19,34
19,37
19,39
19,40
19,48
19,50
19,63
19,64
19,67
19,76
19,82
19,94
19,98
19,100
19,116
19,125
19,127
19,128
19,161
19,166
19,168
19,174
19,178
19,180
19,189
20,29
20,38
20,43
20,48
20,51
20,53
20,58
20,66
20,76
20,79
20,82
20,83
20,88
20,98
20,111
20,115
20,118
20,121
20,125
20,130
20,159
20,163
20,165
20,175
20,182
20,187
20,189
20,191
20,197
21,25
21,37
21,44
21,45
21,64
21,68
21,71
21,73
21,75
21,76
21,77
21,84
21,90
21,94
21,103
21,109
21,120
21,121
21,124
21,127
21,128
21,133
21,141
21,142
21,148
21,153
21,180
21,181
21,185
21,194
21,196
22,25
22,27
22,28
22,31
22,34
22,36
22,41
22,45
22,54
22,63
22,67
22,68
22,99
22,103
22,106
22,109
22,132
22,134
22,137
22,152
22,154
22,157
22,159
22,165
22,166
22,171
22,190
23,34
23,38
23,43
23,57
23,61
23,65
23,75
23,97
23,107
23,115
23,118
23,120
23,147
23,151
23,155
23,172
23,179
23,183
23,190
23,191
23,194
24,32
24,33
24,49
24,52
24,62
24,66
24,70
24,73
24,85
24,91
24,103
24,113
24,115
24,128
24,131
24,136
24,139
24,141
24,145
24,153
24,158
24,159
24,160
24,172
24,177
24,179
24,180
24,185
24,186
25,34
25,39
25,57
25,64
25,68
25,73
25,75
25,84
25,102
25,105
25,106
25,114
25,124
25,125
25,142
25,157
25,166
25,171
25,172
25,179
25,194
26,40
26,41
26,53
26,55
26,57
26,60
26,65
26,67
26,77
26,78
26,79
26,81
26,83
26,85
26,91
26,110
26,118
