source,target
0,1
0,4
0,5
0,6
0,8
0,12
0,14
0,17
0,19
0,21
0,22
0,24
0,25
0,29
0,30
0,33
0,36
0,42
0,46
0,49
0,51
0,52
0,58
0,62
0,64
0,67
0,75
0,77
0,93
0,95
0,97
0,99
0,100
0,102
0,103
0,105
0,111
0,112
0,116
0,121
0,124
0,128
0,130
0,131
0,133
0,140
0,142
0,144
0,148
0,156
0,158
0,159
0,160
0,163
0,164
0,170
0,172
0,174
0,176
0,180
0,185
0,190
0,193
0,196
0,197
1,3
1,8
1,14
1,15
1,16
1,17
1,21
1,22
1,25
1,28
1,30
1,33
1,34
1,36
1,37
1,38
1,42
1,46
1,49
1,52
1,58
1,62
1,64
1,65
1,68
1,69
1,77
1,91
1,95
1,97
1,100
1,102
1,103
1,108
1,111
1,112
1,115
1,119
1,121
1,130
1,142
1,144
1,145
1,156
1,159
1,163
1,164
1,166
1,170
1,172
1,180
1,182
1,190
1,192
1,196
1,197
2,51
2,54
2,71
2,78
2,115
2,129
2,134
2,139
2,153
2,177
3,4
3,9
3,20
3,29
3,50
3,61
3,63
3,64
3,66
3,71
3,72
3,74
3,89
3,91
3,92
3,97
3,98
3,109
3,118
3,139
3,148
3,151
3,154
3,156
3,158
3,165
3,171
3,186
3,193
4,5
4,10
4,17
4,24
4,25
4,28
4,29
4,30
4,35
4,36
4,38
4,54
4,64
4,73
4,74
4,75
4,77
4,82
4,84
4,90
4,92
4,97
4,99
4,102
4,103
4,105
4,108
4,112
4,123
4,127
4,128
4,131
4,136
4,142
4,156
4,157
4,158
4,159
4,162
4,164
4,172
4,174
4,175
4,180
4,185
4,190
5,15
5,29
5,31
5,34
5,62
5,73
5,82
5,107
5,109
5,126
5,129
5,146
5,148
5,153
5,158
5,160
5,168
5,174
5,178
5,180
5,195
5,199
6,10
6,12
6,21
6,22
6,24
6,25
6,29
6,34
6,36
6,46
6,49
6,60
6,74
6,78
6,88
6,93
6,103
6,105
6,110
6,114
6,131
6,133
6,156
6,159
6,163
6,166
6,167
6,172
6,174
6,176
6,182
6,185
6,187
7,9
7,10
7,15
7,24
7,25
7,36
7,38
7,39
7,42
7,51
7,57
7,61
7,65
7,67
7,71
7,97
7,99
7,106
7,114
7,123
7,133
7,140
7,144
7,149
7,153
7,158
7,172
7,176
7,185
7,195
7,196
7,198
8,10
8,14
8,17
8,19
8,30
8,34
8,36
8,40
8,54
8,60
8,64
8,67
8,74
8,75
8,77
8,79
8,90
8,99
8,100
8,102
8,121
8,128
8,138
8,140
8,143
8,152
8,156
8,157
8,163
8,167
8,175
8,176
8,177
8,180
8,182
8,187
8,192
9,29
9,49
9,50
9,51
9,63
9,71
9,79
9,84
9,91
9,92
9,97
9,106
9,127
9,130
9,137
9,158
9,172
9,173
9,178
9,186
9,195
10,15
10,17
10,24
10,28
10,30
10,33
10,34
10,36
10,37
10,41
10,46
10,47
10,49
10,65
10,75
10,84
10,90
10,96
10,97
10,108
10,114
10,116
10,121
10,128
10,133
10,135
10,136
10,142
10,157
10,158
10,159
10,163
10,164
10,166
10,172
10,175
10,176
10,180
10,182
10,183
10,187
10,190
10,193
10,196
10,197
10,198
11,19
11,21
11,22
11,28
11,30
11,33
11,34
11,36
11,46
11,51
11,52
11,58
11,59
11,65
11,67
11,68
11,74
11,84
11,85
11,90
11,97
11,99
11,102
11,104
11,105
11,110
11,111
11,116
11,119
11,128
11,142
11,157
11,159
11,163
11,164
11,166
11,167
11,172
11,176
11,180
11,185
11,187
11,192
12,19
12,30
12,34
12,45
12,49
12,51
12,61
12,62
12,63
12,78
12,84
12,91
12,95
12,111
12,117
12,121
12,127
12,128
12,130
12,133
12,144
12,159
12,175
12,190
12,197
13,16
13,32
13,35
13,43
13,44
13,75
13,86
13,87
13,88
13,101
13,119
13,124
13,127
13,134
13,149
13,168
13,179
13,182
13,183
13,194
14,15
14,19
14,20
14,21
14,28
14,29
14,30
14,34
14,38
14,46
14,51
14,52
14,58
14,68
14,69
14,74
14,77
14,84
14,85
14,97
14,104
14,105
14,111
14,112
14,121
14,130
14,133
14,140
14,142
14,144
14,156
14,157
14,163
14,164
14,166
14,167
14,170
14,179
14,180
14,190
14,198
15,21
15,24
15,28
15,29
15,33
15,34
15,38
15,41
15,46
15,49
15,51
15,52
15,59
15,65
15,68
15,77
15,84
15,96
15,97
15,99
15,100
15,104
15,105
15,108
15,111
15,112
15,114
15,115
15,121
15,123
15,127
15,128
15,130
15,133
15,140
15,142
15,144
15,145
15,148
15,155
15,156
15,158
15,162
15,163
15,164
15,166
15,170
15,174
15,178
15,187
15,190
15,195
15,196
15,198
16,20
16,21
16,29
16,37
16,56
16,62
16,65
16,82
16,86
16,88
16,93
16,95
16,98
16,101
16,127
16,134
16,147
16,148
16,150
16,151
16,153
16,155
16,159
16,163
16,166
16,174
16,179
16,191
17,19
17,21
17,22
17,24
17,25
17,26
17,29
17,30
17,36
