source,target
0,2
0,10
0,33
0,39
0,42
0,52
0,73
0,75
0,84
0,86
0,87
0,88
0,101
0,111
0,112
0,120
0,132
0,136
0,139
0,149
0,153
0,160
0,162
0,168
0,178
0,190
0,192
1,2
1,9
1,11
1,19
1,26
1,28
1,54
1,56
1,57
1,64
1,72
1,74
1,79
1,83
1,87
1,93
1,99
1,102
1,108
1,113
1,123
1,132
1,135
1,139
1,140
1,141
1,146
1,155
1,166
1,170
1,172
1,174
1,187
1,195
1,196
1,198
2,3
2,7
2,13
2,17
2,22
2,23
2,24
2,28
2,30
2,32
2,33
2,39
2,41
2,42
2,44
2,51
2,53
2,54
2,56
2,57
2,58
2,69
2,73
2,75
2,81
2,86
2,88
2,95
2,97
2,111
2,123
2,126
2,131
2,132
2,133
2,139
2,143
2,155
2,157
2,160
2,166
2,168
2,170
2,174
2,175
2,177
2,180
2,181
2,184
2,191
3,10
3,22
3,32
3,33
3,40
3,44
3,46
3,49
3,50
3,52
3,53
3,59
3,61
3,66
3,73
3,81
3,84
3,85
3,86
3,88
3,91
3,95
3,107
3,111
3,114
3,120
3,122
3,130
3,131
3,135
3,143
3,148
3,149
3,153
3,158
3,160
3,162
3,173
3,177
3,184
3,188
3,190
3,192
4,8
4,26
4,31
4,37
4,38
4,48
4,51
4,53
4,56
4,64
4,78
4,80
4,87
4,93
4,102
4,108
4,111
4,119
4,121
4,126
4,131
4,133
4,137
4,140
4,145
4,155
4,157
4,164
4,170
4,172
4,178
4,187
4,189
4,193
4,199
5,9
5,12
5,17
5,18
5,22
5,25
5,27
5,29
5,40
5,45
5,46
5,50
5,55
5,70
5,77
5,90
5,92
5,98
5,100
5,106
5,107
5,114
5,115
5,125
5,129
5,130
5,131
5,151
5,159
5,161
5,163
5,165
5,173
5,179
5,182
5,183
5,197
5,198
6,27
6,29
6,32
6,35
6,38
6,40
6,47
6,50
6,56
6,60
6,63
6,70
6,89
6,92
6,100
6,103
6,104
6,107
6,110
6,114
6,116
6,119
6,127
6,128
6,129
6,144
6,146
6,152
6,154
6,156
6,161
6,164
6,165
6,167
6,169
6,179
6,185
6,189
6,195
6,197
7,14
7,16
7,17
7,19
7,24
7,31
7,38
7,42
7,44
7,51
7,57
7,58
7,69
7,80
7,86
7,87
7,88
7,92
7,93
7,108
7,109
7,110
7,111
7,122
7,123
7,131
7,133
7,139
7,143
7,145
7,147
7,152
7,158
7,166
7,168
7,170
7,172
7,178
7,187
7,191
7,193
8,14
8,15
8,23
8,25
8,31
8,43
8,56
8,58
8,67
8,69
8,79
8,102
8,103
8,108
8,113
8,118
8,119
8,121
8,123
8,126
8,130
8,139
8,142
8,145
8,151
8,164
8,170
8,175
8,178
8,181
8,186
8,187
8,189
8,193
8,199
9,11
9,20
9,24
9,26
9,27
9,29
9,33
9,36
9,48
9,51
9,55
9,59
9,60
9,62
9,66
9,68
9,76
9,77
9,82
9,83
9,91
9,94
9,95
9,98
9,100
9,120
9,140
9,146
9,159
9,161
9,164
9,165
9,169
9,173
9,182
9,184
9,192
9,194
9,195
10,13
10,14
10,23
10,32
10,40
10,41
10,44
10,53
10,54
10,67
10,69
10,73
10,75
10,81
10,84
10,88
10,94
10,102
10,105
10,111
10,120
10,123
10,126
10,131
10,132
10,133
10,135
10,136
10,139
10,149
10,153
10,155
10,158
10,160
10,162
10,168
10,170
10,177
10,181
10,184
10,188
10,190
10,193
11,16
11,20
11,47
11,52
11,66
11,76
11,100
11,117
11,159
11,188
11,191
11,195
12,14
12,16
12,39
12,46
12,49
12,50
12,51
12,70
12,73
12,120
12,122
12,126
12,130
12,131
12,135
12,143
12,152
12,153
12,154
12,160
12,164
12,167
12,173
12,180
12,193
12,195
13,17
13,19
13,23
13,30
13,31
13,34
13,67
13,69
13,71
13,72
13,77
13,80
13,83
13,91
13,99
13,105
13,108
13,117
13,124
13,137
13,140
13,141
13,146
13,150
13,171
13,174
13,196
13,198
14,17
14,24
14,32
14,33
14,38
14,44
14,49
14,61
14,83
14,84
14,87
14,95
14,108
14,109
14,110
14,112
14,120
14,122
14,123
14,126
14,142
14,149
14,154
14,159
14,162
14,172
14,184
14,193
15,29
15,57
15,62
15,67
15,79
15,90
15,107
15,110
15,112
15,114
15,115
15,127
15,128
15,134
15,137
15,138
15,143
15,144
15,148
15,156
15,161
15,169
15,176
15,183
15,186
15,194
15,197
16,24
16,25
16,32
16,33
16,37
16,38
16,39
16,46
16,50
16,51
16,55
16,58
16,61
16,70
16,73
16,75
16,81
16,82
16,84
16,90
16,95
16,97
16,110
16,115
16,117
16,120
16,122
16,123
16,126
16,130
16,131
16,133
16,134
16,135
16,137
16,139
16,144
16,154
16,159
16,160
16,164
16,168
16,170
16,172
16,181
16,182
16,184
16,191
16,193
16,194
16,195
16,197
17,22
17,25
17,32
17,43
17,44
17,52
17,53
17,63
17,77
17,81
17,87
17,88
