source,target
0,4
0,5
0,7
0,8
0,10
0,12
0,16
0,21
0,22
0,23
0,26
0,28
0,30
0,32
0,33
0,34
0,38
0,45
0,46
0,49
0,56
0,57
0,60
0,61
0,67
0,70
0,71
0,73
0,79
0,81
0,84
0,85
0,89
0,95
0,98
0,99
0,102
0,105
0,111
0,112
0,113
0,115
0,119
0,122
0,124
0,126
0,127
0,129
0,131
0,132
0,136
0,141
0,143
0,144
0,150
0,152
0,160
0,162
0,165
0,166
0,176
0,178
0,190
0,191
0,195
0,196
0,197
1,4
1,22
1,23
1,25
1,28
1,51
1,65
1,72
1,79
1,80
1,83
1,88
1,89
1,91
1,96
1,98
1,105
1,113
1,116
1,120
1,123
1,125
1,138
1,142
1,150
1,164
1,175
1,184
1,197
2,3
2,11
2,21
2,25
2,26
2,33
2,35
2,39
2,41
2,42
2,46
2,47
2,48
2,49
2,50
2,54
2,55
2,56
2,65
2,70
2,72
2,73
2,76
2,79
2,81
2,92
2,99
2,107
2,114
2,129
2,135
2,136
2,140
2,142
2,144
2,148
2,154
2,159
2,164
2,168
2,170
2,171
2,173
2,178
2,191
2,195
2,197
3,8
3,10
3,12
3,13
3,21
3,26
3,30
3,33
3,46
3,49
3,54
3,58
3,62
3,71
3,73
3,85
3,86
3,87
3,89
3,95
3,96
3,97
3,107
3,112
3,122
3,123
3,124
3,126
3,127
3,132
3,135
3,136
3,150
3,154
3,162
3,164
3,171
3,175
3,178
3,179
3,180
3,181
3,187
3,189
3,193
3,194
3,195
3,197
3,198
3,199
4,22
4,23
4,24
4,26
4,28
4,29
4,32
4,40
4,45
4,60
4,61
4,64
4,72
4,73
4,84
4,85
4,88
4,93
4,102
4,105
4,106
4,121
4,125
4,143
4,161
4,173
4,175
4,184
5,16
5,21
5,22
5,23
5,26
5,27
5,28
5,33
5,38
5,40
5,44
5,51
5,55
5,63
5,66
5,72
5,73
5,77
5,80
5,81
5,98
5,105
5,110
5,113
5,120
5,121
5,122
5,126
5,141
5,144
5,148
5,156
5,159
5,165
5,171
5,174
5,176
5,177
5,185
6,9
6,10
6,13
6,21
6,39
6,41
6,42
6,43
6,44
6,46
6,48
6,49
6,53
6,54
6,57
6,60
6,62
6,64
6,70
6,72
6,75
6,89
6,92
6,94
6,96
6,101
6,114
6,127
6,130
6,132
6,143
6,144
6,146
6,154
6,155
6,160
6,162
6,179
6,183
6,187
6,193
6,197
6,198
7,17
7,23
7,38
7,40
7,57
7,58
7,60
7,64
7,74
7,84
7,88
7,90
7,110
7,113
7,120
7,124
7,131
7,136
7,141
7,143
7,150
7,169
7,172
7,191
7,195
7,197
8,12
8,15
8,22
8,28
8,40
8,42
8,44
8,45
8,57
8,59
8,65
8,66
8,72
8,73
8,75
8,81
8,82
8,85
8,88
8,104
8,105
8,108
8,112
8,123
8,126
8,129
8,135
8,144
8,152
8,154
8,165
8,166
8,179
8,185
8,194
8,196
8,197
9,10
9,19
9,20
9,21
9,32
9,34
9,41
9,43
9,44
9,48
9,53
9,56
9,57
9,58
9,67
9,68
9,72
9,73
9,76
9,88
9,89
9,90
9,92
9,93
9,98
9,107
9,114
9,122
9,124
9,126
9,130
9,131
9,144
9,153
9,154
9,155
9,164
9,165
9,168
9,175
9,176
9,179
9,181
9,183
9,185
9,189
9,198
9,199
10,30
10,41
10,43
10,44
10,46
10,48
10,49
10,50
10,51
10,53
10,57
10,85
10,89
10,91
10,94
10,96
10,101
10,108
10,115
10,119
10,126
10,130
10,132
10,133
10,134
10,136
10,140
10,143
10,147
10,154
10,160
10,162
10,170
10,171
10,177
10,180
10,185
10,187
10,189
10,190
10,197
10,198
11,12
11,24
11,25
11,28
11,29
11,36
11,38
11,40
11,47
11,57
11,64
11,80
11,87
11,98
11,100
11,103
11,114
11,130
11,156
11,159
11,164
11,165
11,182
11,193
