source,target
0,18
0,36
0,51
0,52
0,59
0,71
0,85
0,91
0,100
0,114
0,121
0,144
0,147
0,158
0,163
0,168
0,169
1,3
1,21
1,30
1,57
1,63
1,66
1,74
1,78
1,94
1,104
1,116
1,117
1,128
1,139
1,141
1,150
1,186
1,187
1,190
1,197
1,198
2,3
2,13
2,17
2,20
2,47
2,52
2,96
2,100
2,105
2,135
2,183
3,12
3,13
3,47
3,63
3,89
3,92
3,94
3,128
3,139
3,141
3,149
3,150
3,156
3,170
3,172
3,177
3,186
3,195
3,197
4,5
4,7
4,72
4,80
4,146
4,187
5,7
5,25
5,73
5,80
5,86
5,109
5,128
5,141
5,142
5,152
5,168
5,175
5,176
5,182
5,195
6,15
6,18
6,19
6,40
6,58
6,63
6,66
6,69
6,71
6,104
6,109
6,124
6,142
6,153
6,157
6,170
6,178
6,184
6,187
7,18
7,28
7,59
7,62
7,71
7,73
7,76
7,80
7,86
7,92
7,115
7,138
7,143
7,163
7,166
7,170
7,182
7,183
8,30
8,78
8,96
8,102
8,122
8,145
8,198
9,23
9,46
9,104
9,129
9,144
9,166
9,196
10,15
10,110
10,113
10,146
10,170
10,186
10,194
10,197
11,28
11,60
11,118
11,128
11,129
11,143
11,179
11,192
12,18
12,33
12,64
12,72
12,79
12,84
12,101
12,110
12,136
12,152
12,174
13,17
13,19
13,74
13,88
13,94
13,95
13,105
13,113
13,119
13,135
13,150
13,167
14,24
14,27
14,33
14,38
14,74
14,75
14,83
14,109
14,137
14,145
14,187
15,18
15,20
15,22
15,40
15,42
15,51
15,53
15,58
15,63
15,69
15,71
15,78
15,83
15,109
15,131
15,132
15,144
16,44
16,55
16,57
16,79
16,84
16,85
16,90
16,157
16,162
16,165
16,192
16,194
17,32
17,57
17,88
17,95
17,96
17,111
17,119
17,135
17,180
18,19
18,22
18,23
18,33
18,35
18,62
18,64
18,66
18,68
18,71
18,73
18,78
18,85
18,101
18,102
18,108
18,114
18,120
18,124
18,125
18,128
18,136
18,157
18,160
18,161
18,164
18,187
19,24
19,25
19,34
19,40
19,44
19,57
19,58
19,64
19,66
19,68
19,72
19,78
19,87
19,95
19,111
19,132
19,148
19,151
19,172
19,173
20,41
20,51
20,76
20,80
20,86
20,92
20,105
20,115
20,138
20,142
20,147
20,148
20,153
20,174
20,175
20,183
20,186
20,195
21,23
21,48
21,58
21,66
21,78
21,81
21,86
21,105
21,113
21,137
21,186
21,190
21,194
22,35
22,36
22,37
22,42
22,53
22,71
22,114
22,125
22,131
22,133
22,140
22,155
22,158
22,170
22,179
22,188
23,33
23,35
23,37
23,102
23,114
23,125
23,127
23,129
23,133
23,140
23,157
23,165
23,188
23,196
24,30
24,46
