node,time,x,y
0,0.0,324.41209989472077,125.07241915034376
0,4.57536191173449,321.4854928813875,125.01568686403334
0,45.849836829873766,321.4854928813875,125.01568686403334
0,57.408206360179065,308.6566682178527,124.7653143145144
0,69.96813452454808,308.6566682178527,124.7653143145144
0,78.09815100379683,303.8709402643144,124.67080240231007
0,92.83457297750783,303.8709402643144,124.67080240231007
0,104.28260705939192,293.9031274598092,124.45855895755813
0,108.3083765620463,294.00528023950756,121.37283946247771
0,108.32661773222526,293.98650903999805,121.37221804307774
0,139.0302636175752,293.98650903999805,121.37221804307774
0,139.0395434146194,294.00528023950756,121.37283946247771
0,139.67191936215158,294.00775606930256,120.73279916262254
0,158.4297868988474,294.00775606930256,120.73279916262254
0,160.11747257068555,293.9031274598092,124.45855895755813
0,161.94953821022636,296.5185512267053,124.52559920819476
0,199.94859262887803,296.5185512267053,124.52559920819476
0,215.46778744600306,287.15717919170856,124.34145970270038
0,250.153858833517,287.15717919170856,124.34145970270038
0,267.0234362373485,268.07587846182287,123.96670387778431
0,277.65535862981596,268.07587846182287,123.96670387778431
0,278.3828478068831,269.55334451049566,123.99572212947533
0,289.4058037662753,269.55334451049566,123.99572212947533
0,291.1111142788882,272.63246446475387,124.05619727587327
0,329.5409635260776,272.63246446475387,124.05619727587327
0,347.18957480431436,246.76872053183615,123.54820282757282
0,371.26466014458765,246.76872053183615,123.54820282757282
0,383.8587379695723,255.677669249475,123.72319026850164
0,404.9207462963832,255.677669249475,123.72319026850164
0,406.4720978682476,252.6865330785513,123.66443969588727
0,432.51804110288185,252.6865330785513,123.66443969588727
0,433.30906984425064,251.20240487530828,123.63528887648135
0,464.44441141080506,251.20240487530828,123.63528887648135
0,659.2941100166627,384.39898333512247,126.2538327910006
0,682.3039607310548,384.39898333512247,126.2538327910006
0,687.3195301066944,375.4922429770231,126.07741607818753
0,729.5569917498651,375.4922429770231,126.07741607818753
0,734.4924006299461,380.6578294709325,126.16233047377318
0,742.0014195629583,379.54070847667754,142.09720078716055
0,761.0054290220305,379.54070847667754,142.09720078716055
0,774.4165036524273,378.4031561650336,158.3182119014673
0,812.1582757892093,378.4031561650336,158.3182119014673
0,832.995301470688,380.6578294709325,126.16233047377318
0,876.0067512665601,313.2902322355658,124.84996590809897
0,884.068929434472,312.0644501261413,140.19118805136532
0,901.5194667808946,312.0644501261413,140.19118805136532
0,904.4396079272665,311.6075335778296,145.9249007808976
0,936.4568365904561,311.6075335778296,145.9249007808976
0,938.1502527774046,311.38465417921543,148.72174864960834
0,956.6653817054639,311.38465417921543,148.72174864960834
0,970.819005024653,310.5466958321631,159.2370360842906
0,999.9106377378484,310.5466958321631,159.2370360842906
0,1002.9387315835656,310.21165602095425,163.4413478062488
0,1019.44950769154,310.21165602095425,163.4413478062488
