source,target
0,3
0,5
0,53
1,39
1,49
1,76
2,4
2,10
2,19
2,29
2,37
2,39
2,53
2,61
2,75
2,76
2,79
2,87
2,88
3,23
3,28
3,32
3,38
3,40
3,45
3,49
3,53
3,57
3,62
3,64
3,67
3,77
3,79
3,92
4,12
4,18
4,20
4,24
4,25
4,27
4,33
4,41
4,44
4,46
4,53
4,55
4,56
4,61
4,65
4,76
4,98
5,58
5,79
5,85
5,99
6,8
6,22
6,32
6,34
6,36
6,38
6,45
6,56
6,75
6,76
6,86
6,88
6,99
7,16
7,22
7,23
7,35
7,58
7,72
7,77
7,82
7,97
8,14
8,17
8,21
8,22
8,27
8,32
8,39
8,41
8,43
8,47
8,59
8,61
8,63
8,68
8,72
8,73
8,77
8,83
8,88
8,95
9,12
9,32
9,50
9,52
9,69
9,73
9,74
9,84
10,12
10,21
10,39
10,40
10,43
10,46
10,49
10,52
10,60
10,64
10,66
10,74
10,76
10,91
10,94
11,12
11,20
11,21
11,46
11,47
11,51
11,54
11,56
11,62
11,63
11,64
11,75
11,95
12,21
12,22
12,31
12,37
12,43
12,49
12,51
12,55
12,56
12,70
12,73
12,75
12,81
13,19
13,41
13,45
13,50
13,56
13,67
13,75
13,78
13,79
13,81
13,84
13,85
13,91
14,20
14,33
14,34
14,39
14,41
14,50
14,55
14,68
14,73
14,77
14,91
15,21
15,22
15,28
15,33
15,50
15,52
15,69
15,73
15,77
15,88
16,30
16,34
16,35
16,48
16,51
16,55
16,61
16,62
16,66
16,71
16,74
16,88
17,26
17,40
17,42
17,44
17,46
17,48
17,49
17,52
17,54
17,59
17,66
17,68
17,71
17,73
17,74
17,89
17,98
18,33
18,40
18,44
18,54
18,55
18,61
18,64
18,66
18,68
18,72
18,74
18,84
18,91
18,94
19,24
19,27
19,42
19,45
19,50
19,57
19,64
19,66
19,75
19,76
19,79
19,85
19,86
19,87
19,91
19,94
19,97
20,22
20,25
20,33
20,36
20,52
20,59
20,61
20,66
20,72
20,84
20,87
21,22
21,28
21,37
21,39
21,43
21,54
21,60
21,62
21,64
21,70
21,72
21,73
21,76
21,78
21,84
21,86
21,88
22,23
22,27
22,37
22,39
22,46
22,48
22,51
22,56
22,60
22,73
22,74
22,76
22,77
22,78
22,91
22,93
23,26
23,39
23,48
23,49
23,52
23,72
23,89
23,96
24,40
24,49
24,50
24,51
24,52
24,57
24,63
24,79
24,87
24,95
25,29
25,34
25,48
25,53
25,54
25,55
25,59
25,79
25,84
25,86
25,89
25,90
25,95
25,96
26,29
26,38
26,46
26,60
26,68
26,96
26,98
27,36
27,57
27,85
27,94
28,31
28,33
28,43
28,62
28,69
28,73
28,84
28,99
29,35
29,46
29,49
29,55
29,58
29,60
29,82
29,89
29,90
29,93
29,96
30,57
30,61
30,62
30,75
30,77
30,92
30,99
31,33
31,43
31,55
31,64
31,70
31,74
31,75
31,78
31,81
32,34
32,35
32,37
32,38
32,45
32,52
32,57
32,61
32,62
32,64
32,66
32,67
32,71
32,73
32,75
32,77
32,84
32,86
32,99
33,41
33,47
33,49
33,55
33,56
33,57
33,61
33,64
33,69
33,76
33,77
33,84
33,85
33,88
33,91
33,92
33,95
34,38
34,39
34,52
34,58
34,63
34,66
34,69
34,75
34,88
34,95
35,46
35,54
35,55
35,58
35,60
35,61
35,69
36,41
36,44
36,45
36,50
36,57
36,68
36,72
36,75
36,76
36,99
37,45
37,46
37,51
37,55
37,58
37,62
37,72
37,76
37,77
37,79
37,90
37,99
38,42
38,46
38,60
38,68
38,83
38,86
38,88
38,90
39,53
39,55
39,73
39,77
39,84
40,42
40,44
40,51
40,52
40,69
40,70
40,77
40,84
40,85
40,92
40,94
40,98
41,53
41,54
41,59
41,68
41,69
41,86
41,87
42,45
42,48
42,50
42,52
42,84
42,86
42,92
42,93
43,65
43,67
43,77
43,83
43,91
43,99
44,45
44,50
44,59
44,76
44,84
44,98
45,50
45,57
45,66
45,68
45,72
45,75
45,76
45,78
45,79
45,86
45,87
45,91
45,92
45,99
46,49
46,54
46,59
46,60
46,83
46,89
46,90
46,93
46,95
47,63
47,76
48,52
48,74
48,77
48,89
48,96
49,50
49,53
49,64
49,68
49,78
49,87
49,93
50,53
50,57
50,62
50,68
50,72
50,76
50,79
50,84
50,85
50,91
50,97
51,52
51,61
51,69
51,76
51,91
51,94
51,98
52,66
52,67
52,79
52,89
52,96
53,79
53,83
53,99
54,55
54,61
54,64
54,69
54,84
54,86
54,95
55,64
55,66
55,76
55,81
55,91
55,92
55,94
55,96
56,70
56,73
56,77
56,84
56,85
56,91
57,63
57,67
57,68
57,69
57,74
57,76
57,77
57,85
57,91
58,82
58,89
58,96
58,99
59,74
59,84
59,90
59,93
59,95
60,89
60,93
60,98
61,75
61,79
61,80
61,88
62,72
62,79
62,85
62,92
63,65
63,72
63,76
63,80
63,83
63,85
63,88
63,98
64,72
64,73
64,76
64,81
64,84
64,86
64,91
65,67
65,71
65,79
65,98
66,67
66,95
67,68
67,70
67,72
67,79
67,84
67,85
68,77
68,78
68,79
68,85
68,86
68,87
68,89
68,91
68,99
69,76
69,84
70,79
70,85
71,75
71,83
71,94
72,76
72,79
72,80
72,84
72,88
72,89
72,90
72,93
72,94
73,84
74,89
74,90
74,95
74,98
75,86
75,99
76,84
76,87
76,90
76,94
77,92
77,93
78,99
79,85
79,86
79,93
80,83
80,88
82,89
82,90
82,96
83,88
83,89
84,91
85,86
85,91
85,97
86,91
88,89
88,99
89,90
89,95
89,96
90,93
91,94
91,97
95,98
95,99
