source,target
0,3
0,7
0,9
0,17
0,19
0,20
0,21
0,23
0,24
0,35
0,40
0,41
0,51
0,56
0,61
0,70
0,77
0,82
0,87
0,88
0,90
0,99
1,2
1,21
1,24
1,28
1,51
1,56
1,61
1,62
1,64
1,65
1,70
1,81
1,84
1,92
1,94
1,95
1,96
2,20
2,21
2,27
2,28
2,32
2,41
2,42
2,44
2,53
2,62
2,66
2,73
2,74
2,81
2,82
2,84
2,88
2,95
2,96
2,99
3,4
3,5
3,6
3,9
3,11
3,14
3,16
3,23
3,29
3,31
3,35
3,40
3,58
3,64
3,68
3,70
3,83
3,88
3,91
3,93
3,96
4,6
4,10
4,12
4,15
4,22
4,24
4,39
4,46
4,49
4,57
4,58
4,66
4,67
4,68
4,72
4,77
4,83
4,89
4,90
4,93
5,6
5,8
5,16
5,30
5,31
5,48
5,56
5,59
5,73
5,79
5,86
5,95
5,98
6,12
6,18
6,26
6,31
6,34
6,36
6,37
6,46
6,49
6,51
6,57
6,58
6,68
6,83
6,91
6,93
6,94
6,96
7,8
7,11
7,35
7,38
7,39
7,42
7,44
7,48
7,58
7,63
7,66
7,70
7,74
7,78
7,80
7,82
7,88
7,92
7,93
7,99
8,9
8,22
8,25
8,30
8,35
8,37
8,43
8,50
8,59
8,63
8,70
8,85
9,13
9,19
9,22
9,30
9,31
9,37
9,44
9,54
9,59
9,68
9,70
9,75
9,85
9,87
9,98
10,12
10,15
10,17
10,18
10,26
10,34
10,37
10,57
10,67
10,68
10,71
10,77
10,83
10,88
10,91
11,16
11,37
11,41
11,42
11,44
11,48
11,56
11,59
11,61
11,65
11,66
11,73
11,84
11,88
11,98
12,15
12,16
12,26
12,33
12,34
12,36
12,37
12,48
12,49
12,53
12,60
12,61
12,63
12,68
12,74
12,77
12,81
12,83
12,85
12,88
12,91
12,93
13,14
13,16
13,22
13,23
13,24
13,36
13,41
13,42
13,46
13,49
13,51
13,56
13,58
13,66
13,71
13,82
13,93
13,97
14,18
14,22
14,31
14,33
14,34
14,35
14,36
14,41
14,67
14,71
14,74
14,80
14,85
14,86
14,97
14,98
15,26
15,36
15,41
15,46
15,50
15,58
15,71
15,72
15,77
15,87
15,89
15,91
15,93
15,97
16,22
16,23
16,29
16,31
16,33
16,38
16,48
16,79
16,82
16,86
16,91
16,92
17,18
17,26
17,33
17,34
17,35
17,36
17,41
17,55
17,57
17,60
17,63
17,66
17,74
17,77
18,23
18,27
18,28
18,34
18,35
18,40
18,41
18,53
18,60
18,61
18,66
18,77
18,79
18,86
18,87
18,97
19,22
19,30
19,31
19,43
19,44
19,47
19,59
19,60
19,70
19,71
19,75
19,79
19,85
19,86
19,87
19,99
20,21
20,22
20,23
20,24
20,27
20,28
20,32
20,40
20,45
20,48
20,60
20,62
20,64
20,65
20,73
20,81
20,82
20,84
20,92
20,96
21,22
21,24
21,32
21,48
21,64
21,65
21,69
21,70
21,81
21,95
21,96
22,23
22,24
22,29
22,30
22,31
22,33
22,37
22,43
22,44
22,51
22,54
22,57
22,58
22,60
22,63
22,65
22,69
22,74
22,80
22,81
22,85
22,93
22,95
22,97
23,32
23,35
23,40
23,67
23,70
23,74
23,77
23,84
23,86
23,91
23,96
24,40
24,41
24,42
24,51
24,56
24,61
24,76
24,92
25,30
25,49
25,53
25,64
25,84
25,88
26,31
26,36
26,49
26,54
26,57
26,66
26,71
26,74
26,77
26,83
26,90
27,28
27,32
27,45
27,47
27,65
27,69
27,81
27,84
27,89
27,96
28,30
28,32
28,39
28,42
28,45
28,47
28,54
28,55
28,64
28,69
28,72
28,75
28,84
28,92
28,95
29,32
29,34
29,35
29,74
29,97
30,31
30,47
30,48
30,52
30,54
30,59
30,62
30,64
30,69
30,78
30,85
30,92
30,95
31,36
31,41
31,43
31,44
31,47
31,48
31,52
31,54
31,59
31,67
31,68
31,73
31,79
31,85
31,86
31,96
31,98
32,36
32,42
32,48
32,57
32,62
32,64
32,66
32,74
32,76
32,84
32,92
32,95
33,41
33,49
33,50
33,58
33,69
33,85
33,91
34,35
34,43
34,56
34,57
34,61
34,63
34,74
34,79
34,87
34,90
34,91
34,94
34,97
35,39
35,40
35,55
35,56
35,66
35,74
35,80
35,83
35,88
35,89
35,97
35,99
36,51
36,63
36,65
36,71
36,73
36,74
36,76
36,83
36,90
37,49
37,54
37,60
37,63
37,70
37,75
37,77
37,79
37,85
37,86
38,48
38,51
38,76
