source,target
0,16
0,18
0,31
0,34
0,54
0,56
0,62
0,65
0,75
0,78
0,86
1,2
1,3
1,22
1,70
1,88
1,97
2,37
2,93
2,94
3,6
3,23
3,26
3,33
3,58
3,70
3,99
4,12
4,26
4,30
4,42
4,47
4,60
4,83
5,42
5,94
6,22
6,45
6,51
6,60
6,79
6,87
7,8
7,18
7,24
7,29
7,31
7,37
7,44
7,53
7,73
8,20
8,24
8,31
8,41
8,53
8,54
8,59
8,66
8,78
8,79
8,94
8,96
9,21
9,22
9,33
9,39
9,58
9,79
9,88
10,43
10,45
10,48
10,49
10,53
10,60
10,82
10,85
10,93
11,49
11,53
11,60
11,81
11,82
12,14
12,26
12,42
12,60
12,69
12,88
13,16
13,20
13,25
13,26
13,32
13,39
13,53
13,61
13,62
13,64
13,77
13,78
13,85
13,92
13,94
13,99
14,23
14,24
14,55
14,59
14,69
14,95
14,99
15,16
15,23
15,24
15,53
15,67
15,93
16,19
16,36
16,41
16,49
16,53
16,54
16,62
16,64
16,66
16,92
16,96
16,97
17,39
17,52
17,70
17,76
17,99
18,65
19,28
19,40
19,47
19,54
19,58
19,65
19,66
19,85
19,86
19,92
19,96
20,26
20,27
20,36
20,47
20,61
20,63
20,83
20,88
20,97
21,38
21,59
21,62
22,60
22,84
22,87
22,97
22,98
23,41
23,42
23,65
23,93
23,99
24,25
24,29
24,31
24,41
24,53
24,55
24,59
24,66
24,82
24,84
24,91
25,28
25,29
25,45
25,49
25,53
25,65
25,67
25,70
25,71
25,75
25,78
25,85
25,87
25,89
25,91
25,96
26,27
26,42
26,70
26,93
26,99
27,61
27,90
28,29
28,49
28,56
28,62
28,67
28,75
28,82
28,87
28,89
28,96
29,32
29,40
29,43
29,53
29,62
29,67
29,71
29,73
29,75
29,84
29,87
29,92
29,95
30,51
30,70
30,84
30,88
30,89
30,97
31,34
31,37
31,41
31,59
31,65
31,66
31,68
31,85
32,47
32,54
32,73
32,75
32,76
32,92
32,95
33,42
33,70
33,72
33,73
33,74
33,81
33,94
34,52
34,56
34,58
34,71
34,76
34,94
35,51
35,63
35,89
36,39
36,45
36,48
36,61
36,62
36,69
36,82
36,84
36,88
36,92
36,97
37,41
37,48
37,59
37,67
37,74
37,86
37,88
37,90
37,93
37,94
38,45
38,57
38,76
38,86
39,61
39,63
39,64
39,78
39,88
39,99
40,49
40,71
40,91
40,95
41,64
41,65
41,85
41,88
41,94
41,99
42,44
42,60
42,88
43,49
43,54
43,75
43,78
43,84
43,85
43,92
43,93
43,95
44,57
44,77
44,80
44,93
45,46
45,61
45,70
45,76
45,97
46,73
46,81
47,61
47,66
47,81
47,96
48,50
48,67
48,83
48,88
48,93
48,95
49,62
49,66
49,67
49,70
49,82
49,85
49,91
49,97
50,63
50,73
50,84
50,88
50,98
51,52
51,73
51,97
52,57
52,76
52,81
53,59
53,60
53,62
53,66
53,68
53,71
53,72
53,75
53,78
53,82
53,85
53,87
53,91
53,96
54,59
54,62
54,66
54,75
54,78
54,85
54,86
54,89
54,91
54,92
54,95
55,62
55,81
55,90
55,94
56,62
56,64
56,65
56,66
56,75
56,78
56,87
56,96
56,97
57,76
57,81
58,69
58,70
59,66
59,67
59,72
59,82
59,96
60,82
60,84
61,64
61,92
61,95
62,65
62,66
62,75
62,82
62,85
62,87
62,89
62,91
62,92
62,96
63,91
63,98
64,85
64,86
64,97
65,68
65,75
65,82
65,85
65,86
65,87
65,90
65,93
66,78
66,82
66,85
66,86
66,89
66,94
67,82
67,85
67,93
68,78
68,87
69,74
69,76
69,81
70,89
70,97
71,97
72,73
72,75
72,77
72,86
72,91
72,96
74,76
74,90
74,99
75,78
75,82
75,85
75,86
75,87
75,89
75,91
76,83
76,97
77,93
78,94
79,83
79,88
80,90
81,97
81,99
82,85
82,86
84,92
84,95
85,86
85,92
85,93
86,92
87,96
92,95
92,96
93,94
97,98
