source,target
0,9
0,11
0,15
0,28
0,47
0,51
0,54
0,62
0,67
0,74
0,75
0,76
0,77
0,87
0,90
0,95
0,97
1,25
1,30
1,37
1,49
1,98
1,99
2,17
2,20
2,40
2,63
2,66
2,82
2,89
2,90
3,11
3,34
3,52
3,55
3,56
3,57
3,60
3,61
3,66
3,88
3,96
3,99
4,22
4,37
4,52
4,72
4,73
4,80
4,91
5,10
5,24
5,31
5,40
5,49
5,51
5,58
5,66
5,76
5,87
5,88
5,94
6,18
6,21
6,63
6,65
6,66
6,70
6,74
6,99
7,18
7,19
7,29
7,34
7,55
7,59
7,73
7,78
7,84
7,93
8,13
8,42
8,47
8,52
8,68
8,75
9,13
9,14
9,23
9,26
9,52
9,63
9,66
9,78
9,82
9,85
9,87
9,90
10,18
10,19
10,22
10,24
10,30
10,32
10,34
10,41
10,51
10,58
10,60
10,88
10,89
10,99
11,19
11,22
11,28
11,44
11,48
11,62
11,67
11,89
11,90
11,94
12,16
12,20
12,31
12,38
12,40
12,47
12,48
12,67
12,73
12,74
12,75
12,80
12,81
12,95
12,98
13,17
13,47
13,50
13,56
13,68
13,79
13,87
13,93
14,20
14,24
14,60
14,81
14,87
14,95
15,47
15,56
15,83
16,28
16,33
16,44
16,86
17,41
17,44
17,51
17,60
17,82
17,89
17,98
18,27
18,30
18,41
18,51
18,55
18,59
18,62
18,65
18,66
18,74
18,89
18,94
18,98
19,23
19,31
19,33
19,45
19,47
19,52
19,62
19,74
19,78
20,28
20,44
20,49
20,60
20,67
20,77
20,81
21,22
21,26
21,30
21,42
21,44
21,46
21,55
21,58
21,70
21,74
21,80
21,84
21,92
21,96
21,98
22,40
22,41
22,44
22,55
22,58
22,62
22,67
22,72
22,79
22,84
22,92
22,94
22,99
23,28
23,38
23,46
23,55
23,57
23,67
23,68
23,72
24,49
24,57
24,58
24,61
24,63
24,65
24,66
24,72
24,73
24,76
24,89
24,92
24,95
25,34
25,36
25,55
25,58
25,59
25,66
25,67
25,82
25,90
25,91
25,96
26,52
26,58
26,80
26,82
27,41
27,51
27,54
27,55
27,64
27,65
27,99
28,31
28,34
28,48
28,51
28,75
28,86
28,94
29,37
29,42
29,45
29,64
29,71
29,77
29,82
29,98
29,99
30,37
30,51
30,53
30,55
30,66
30,74
30,78
30,86
30,89
30,91
30,94
30,95
30,98
31,39
31,49
31,55
31,60
31,63
31,72
31,78
31,80
31,92
31,94
31,96
32,46
32,53
32,55
32,66
32,71
32,75
32,89
32,91
32,94
32,97
32,98
33,48
33,62
33,75
34,36
34,46
34,55
34,58
34,59
34,60
34,63
34,64
34,66
34,78
34,81
34,88
34,89
35,46
35,56
35,75
35,83
36,46
36,48
36,58
36,63
36,65
36,66
36,70
36,72
36,74
36,76
37,41
37,92
37,94
38,68
38,75
38,80
38,87
39,49
40,49
40,79
40,90
40,94
41,44
41,51
41,58
41,60
41,79
41,84
41,89
41,92
41,94
42,52
42,96
43,44
43,46
43,50
44,45
44,46
44,94
44,98
45,54
45,81
45,82
45,86
45,87
45,90
46,58
46,60
46,63
46,72
46,80
46,84
46,88
47,56
47,57
47,65
47,67
47,68
47,71
47,73
47,75
47,87
48,53
48,58
48,67
48,71
48,75
48,81
48,86
48,95
49,59
49,75
49,79
49,85
49,94
49,99
50,68
50,79
51,54
51,55
51,58
51,60
51,67
51,69
51,74
51,85
51,90
51,94
51,98
51,99
52,80
52,92
53,57
53,60
53,62
53,74
53,77
53,84
53,86
53,89
53,96
53,97
54,69
54,81
54,86
54,95
55,58
55,59
55,60
55,63
55,64
55,65
55,79
55,94
55,98
56,83
56,87
56,97
57,66
57,73
57,74
57,79
57,84
57,92
57,96
58,63
58,66
58,77
58,80
58,85
58,88
58,96
59,62
59,64
59,71
59,72
59,96
60,78
60,79
60,84
61,83
61,84
61,88
61,89
61,99
62,64
62,82
63,66
63,72
64,82
64,84
64,91
64,92
65,71
65,86
65,98
65,99
66,67
66,74
66,81
66,86
66,88
66,89
67,72
67,80
67,89
67,90
68,69
68,78
68,87
68,93
69,86
69,98
70,72
70,89
71,75
72,80
72,81
72,86
72,94
73,78
73,80
74,86
74,98
74,99
75,83
75,87
75,96
75,97
76,77
76,96
77,86
77,99
78,96
78,99
79,89
79,92
81,86
81,95
81,97
82,90
83,88
83,93
84,90
86,87
86,91
86,97
87,89
87,93
87,95
87,97
88,93
89,90
89,94
91,95
92,99
94,98
95,98
98,99
